the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,street,segmentid,Rank,PMP_ID,NTA2020,Boro,Category,NTAName,FEMAFldz,FEMAFldT,HrcEvac,SHAPE_Leng
"MULTILINESTRING ((-73.95751872918595 40.76673179482407, -73.95737350751776 40.766670275493645))",1,Manhattan,108,5,76,28,12,EAST 70 STREET,9003063,3,33791,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,46.0496416515
"MULTILINESTRING ((-73.96799327819457 40.77114723029605, -73.96638770767409 40.770477356974645))",1,Manhattan,"164,108","6,4","73,75","28,29","10,12",EAST 70 STREET,37366,3,34047,MN0802,MN,Neighborhood,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,507.287608249
"MULTILINESTRING ((-73.96799327819457 40.77114723029605, -73.96638770767409 40.770477356974645))",1,Manhattan,"164,108","6,4","73,75","28,29","10,12",EAST 70 STREET,37366,3,34047,MN0802,MN,Neighborhood,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,507.287608249
"MULTILINESTRING ((-73.98113589411268 40.776690051018356, -73.98198605079577 40.77704703005146))",1,Manhattan,107,6,67,27,10,WEST 70 STREET,314310,4,33051,MN0701,MN,Community,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,268.992643355
"MULTILINESTRING ((-73.98109730629703 40.77667384735738, -73.98113589411268 40.776690051018356))",1,Manhattan,107,6,67,27,10,WEST 70 STREET,314309,4,33051,MN0701,MN,Community,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,12.2094765979
"MULTILINESTRING ((-73.98098530236322 40.776626816398306, -73.98109730629703 40.77667384735738))",1,Manhattan,107,6,67,27,10,WEST 70 STREET,314307,4,33051,MN0701,MN,Community,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,35.4386678281
"MULTILINESTRING ((-73.9825828611546 40.77730283746302, -73.98317990642248 40.777547234243805))",1,Manhattan,107,6,67,27,10,WEST 70 STREET,324561,4,33111,MN0701,MN,Community,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,187.806797246
"MULTILINESTRING ((-73.98317990642248 40.777547234243805, -73.9854481053093 40.778475661857804))",1,Manhattan,107,6,67,27,10,WEST 70 STREET,324562,4,33111,MN0701,MN,Community,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,713.472821378
"MULTILINESTRING ((-73.96089930136289 40.76815253592776, -73.9593196993551 40.767494271022834))",1,Manhattan,108,"5,4",76,28,12,EAST 70 STREET,217550,3,33793,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,498.964316202
"MULTILINESTRING ((-73.96154785605428 40.76843158164727, -73.96089930136289 40.76815253592776))",1,Manhattan,108,4,"73,76",28,12,EAST 70 STREET,217549,3,33793,MN0801,MN,Neighborhood,"Upper East Side-Lenox Hill-Roosevelt Island,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,206.419829963
"MULTILINESTRING ((-73.96466386530078 40.76974603767266, -73.96316179257971 40.769112288139915))",1,Manhattan,108,4,73,28,12,EAST 70 STREET,165639,3,33855,MN0802,MN,Neighborhood,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,475.836888836
"MULTILINESTRING ((-73.96638770767409 40.770477356974645, -73.9648814723972 40.76983809963472))",1,Manhattan,108,4,73,28,12,EAST 70 STREET,165567,3,34000,MN0802,MN,Neighborhood,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,477.8162901
"MULTILINESTRING ((-73.95263968803233 40.76467381308609, -73.9525728747066 40.764645104543206))",1,Manhattan,108,5,76,28,12,EAST 70 STREET,165774,3,33808,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,"1,4",21.2591099089
"MULTILINESTRING ((-73.9648814723972 40.76983809963472, -73.96478171488585 40.769795763534695))",1,Manhattan,108,4,73,28,12,EAST 70 STREET,165568,3,34000,MN0802,MN,Neighborhood,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,31.6454470625
"MULTILINESTRING ((-73.96478171488585 40.769795763534695, -73.96466386530078 40.76974603767266))",1,Manhattan,108,4,73,28,12,EAST 70 STREET,165638,3,33855,MN0802,MN,Neighborhood,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,37.3336111244
"MULTILINESTRING ((-73.95788136595317 40.76688541794644, -73.95751872918595 40.76673179482407))",1,Manhattan,108,5,76,28,12,EAST 70 STREET,293703,3,33791,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,114.991891629
"MULTILINESTRING ((-73.98317990642248 40.777547234243805, -73.9854481053093 40.778475661857804))",1,Manhattan,107,6,67,27,10,WEST 70 STREET,324562,4,33111,MN0701,MN,Community,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,713.472821378
"MULTILINESTRING ((-73.98317990642248 40.777547234243805, -73.9854481053093 40.778475661857804))",1,Manhattan,107,6,67,27,10,WEST 70 STREET,324562,4,33111,MN0701,MN,Community,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,713.472821378
"MULTILINESTRING ((-73.98709426156181 40.7791646421593, -73.9872261822296 40.779221209289865))",1,Manhattan,107,6,67,27,10,WEST 70 STREET,110954,4,33172,MN0701,MN,Community,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,41.9475327152
"MULTILINESTRING ((-73.9872261822296 40.779221209289865, -73.98799408030737 40.77954539154939))",1,Manhattan,107,6,67,27,10,WEST 70 STREET,110955,4,33172,MN0701,MN,Community,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,2,243.266480135
"MULTILINESTRING ((-73.96420888484407 40.77037653777575, -73.9627039262436 40.76973878320496))",1,Manhattan,108,4,73,28,12,EAST 71 STREET,165641,3,33862,MN0802,MN,Neighborhood,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,477.241288403
"MULTILINESTRING ((-73.96431940630369 40.770422956981825, -73.96420888484407 40.77037653777575))",1,Manhattan,108,4,73,28,12,EAST 71 STREET,165640,3,33862,MN0802,MN,Neighborhood,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,34.9740049469
"MULTILINESTRING ((-73.96593450883925 40.77109957970923, -73.96442492957848 40.77046693417436))",1,Manhattan,108,4,73,28,12,EAST 71 STREET,165983,3,33870,MN0802,MN,Neighborhood,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,477.4542851
"MULTILINESTRING ((-73.96593450883925 40.77109957970923, -73.96442492957848 40.77046693417436))",1,Manhattan,108,4,73,28,12,EAST 71 STREET,165983,3,33870,MN0802,MN,Neighborhood,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,477.4542851
"MULTILINESTRING ((-73.96442492957848 40.77046693417436, -73.96431940630369 40.770422956981825))",1,Manhattan,108,4,73,28,12,EAST 71 STREET,165984,3,33870,MN0802,MN,Neighborhood,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,33.33212655
"MULTILINESTRING ((-73.98497627978134 40.77912497501873, -73.9867996675499 40.779891008668415))",1,Manhattan,107,6,67,"29,27",10,WEST 71 STREET,193539,4,33127,MN0701,MN,Community,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,576.97893657
"MULTILINESTRING ((-73.95649564172334 40.767118914267385, -73.95424809826595 40.76616536458621))",1,Manhattan,108,5,76,28,12,EAST 71 STREET,36664,3,33670,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,4,712.949196927
"MULTILINESTRING ((-73.96753398402107 40.77177618432158, -73.96593450883925 40.77109957970923))",1,Manhattan,"164,108","6,4","73,75","28,29","10,12",EAST 71 STREET,37369,3,33936,MN0802,MN,Neighborhood,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,506.99241276
"MULTILINESTRING ((-73.95649564172334 40.767118914267385, -73.95424809826595 40.76616536458621))",1,Manhattan,108,5,76,28,12,EAST 71 STREET,36664,3,33670,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,4,712.949196927
"MULTILINESTRING ((-73.9627039262436 40.76973878320496, -73.96110997011142 40.76906440765153))",1,Manhattan,108,4,"73,76",28,12,EAST 71 STREET,36437,3,33749,MN0802,MN,Neighborhood,"Upper East Side-Lenox Hill-Roosevelt Island,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,505.273482092
"MULTILINESTRING ((-73.95886194709837 40.76811990994955, -73.95649564172334 40.767118914267385))",1,Manhattan,108,"5,4",76,28,12,EAST 71 STREET,36576,3,33728,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,750.092179946
"MULTILINESTRING ((-73.97754137981694 40.775991707978676, -73.97928670497106 40.776724759399144))",1,Manhattan,107,6,67,27,10,WEST 71 STREET,294152,4,33193,MN0701,MN,Community,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,552.264412678
"MULTILINESTRING ((-73.97645777343286 40.775532537038075, -73.97720069445867 40.77584730582317))",1,Manhattan,"164,107",6,"67,75","29,27",10,WEST 71 STREET,294149,4,33193,MN0701,MN,Community,"Upper West Side-Lincoln Square,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,235.564152865
"MULTILINESTRING ((-73.96042890740108 40.768783898523964, -73.95886194709837 40.76811990994955))",1,Manhattan,108,"5,4",76,28,12,EAST 71 STREET,217552,3,33792,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,496.904756779
"MULTILINESTRING ((-73.96110997011142 40.76906440765153, -73.96042890740108 40.768783898523964))",1,Manhattan,108,4,"73,76",28,12,EAST 71 STREET,217551,3,33792,MN0801,MN,Neighborhood,"Upper East Side-Lenox Hill-Roosevelt Island,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,214.554339915
"MULTILINESTRING ((-73.97720069445867 40.77584730582317, -73.97754137981694 40.775991707978676))",1,Manhattan,107,6,67,27,10,WEST 71 STREET,294151,4,33193,MN0701,MN,Community,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,108.033754803
"MULTILINESTRING ((-73.96042890740108 40.768783898523964, -73.95886194709837 40.76811990994955))",1,Manhattan,108,"5,4",76,28,12,EAST 71 STREET,217552,3,33792,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,496.904756779
"MULTILINESTRING ((-73.98274218767547 40.77818384624295, -73.98497627978134 40.77912497501873))",1,Manhattan,107,6,67,"29,27",10,WEST 71 STREET,324566,4,33054,MN0701,MN,Community,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,707.396188116
"MULTILINESTRING ((-73.98274218767547 40.77818384624295, -73.98497627978134 40.77912497501873))",1,Manhattan,107,6,67,"29,27",10,WEST 71 STREET,324566,4,33054,MN0701,MN,Community,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,707.396188116
"MULTILINESTRING ((-73.98218276132212 40.777948057340396, -73.98274218767547 40.77818384624295))",1,Manhattan,107,6,67,27,10,WEST 71 STREET,324565,4,33054,MN0701,MN,Community,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,177.158554259
"MULTILINESTRING ((-73.98052731562146 40.77726387958735, -73.98199067512685 40.7778627967409))",1,Manhattan,107,6,67,27,10,WEST 71 STREET,313208,4,33126,MN0701,MN,Community,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,460.296938682
"MULTILINESTRING ((-73.95424809826595 40.76616536458621, -73.95350468662407 40.76585220307044))",1,Manhattan,108,5,76,28,12,EAST 71 STREET,332867,3,33721,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,4,235.42457672
"MULTILINESTRING ((-73.95350468662407 40.76585220307044, -73.95212701991557 40.76527184211703))",1,Manhattan,108,5,76,28,12,EAST 71 STREET,332868,3,33721,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,"AE,X",",AREA OF MINIMAL FLOOD HAZARD","1,4",436.287075665
"MULTILINESTRING ((-73.9865437898304 40.78065798070129, -73.98660175234747 40.78066996232903, -73.98666046049695 40.780679615316004, -73.98671975435022 40.7806869153292, -73.98677947042354 40.78069184073678, -73.98683944523161 40.78069437801197, -73.98689951054864 40.780694521732265, -73.9869595040713 40.780692270078106, -73.98696252141127 40.78069209302065, -73.98696553638295 40.78069191055982, -73.98696855135586 40.78069172179541, -73.98697156632998 40.780691526727395, -73.98697458012045 40.780691326256175, -73.98697759272774 40.78069111858072, -73.98698060415137 40.780690905502034))",1,Manhattan,107,6,67,"31,29",10,WEST 72 STREET,251846,2,33070,MN0701,MN,Regional,"Upper West Side-Lincoln Square,Upper West Side (Central)",X,AREA OF MINIMAL FLOOD HAZARD,2,122.310915079
"MULTILINESTRING ((-73.9816212650341 40.778608083210344, -73.98192414046706 40.77873703980443))",1,Manhattan,107,6,67,"29,27",10,WEST 72 STREET,261812,2,33187,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,96.1441089126
"MULTILINESTRING ((-73.98192414046706 40.77873703980443, -73.98205596835336 40.77879316889609))",1,Manhattan,107,6,67,"29,27",10,WEST 72 STREET,261813,2,33187,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,41.8471371714
"MULTILINESTRING ((-73.97678807615 40.77656813874533, -73.97743040981045 40.7768368051812))",1,Manhattan,107,6,67,"29,27",10,WEST 72 STREET,227926,2,33175,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,203.05271389
"MULTILINESTRING ((-73.9532505531596 40.7675355490492, -73.95134013547172 40.76670981546777))",1,Manhattan,108,5,76,28,12,EAST 73 STREET,118736,3,33801,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,"AE,X",",AREA OF MINIMAL FLOOD HAZARD","4,6",608.725566367
"MULTILINESTRING ((-73.98113393101792 40.779291584629235, -73.9816326120677 40.77949845378699))",1,Manhattan,107,6,67,29,10,WEST 73 STREET,235687,3,33189,MN0701,MN,Neighborhood,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,157.336989787
"MULTILINESTRING ((-73.95134013547172 40.76670981546777, -73.95127721392963 40.76671815455732, -73.95120695881658 40.76671319906929, -73.95113707097953 40.76669196258344, -73.95107723837167 40.76665512459238, -73.95103538107837 40.76660755119898, -73.95101440748356 40.766556339630135, -73.95101388250504 40.76654546131944))",1,Manhattan,108,5,76,28,12,EAST 73 STREET,185469,3,33801,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,"1,4",123.772203752
"MULTILINESTRING ((-73.95134013547172 40.76670981546777, -73.95127721392963 40.76671815455732, -73.95120695881658 40.76671319906929, -73.95113707097953 40.76669196258344, -73.95107723837167 40.76665512459238, -73.95103538107837 40.76660755119898, -73.95101440748356 40.766556339630135, -73.95101388250504 40.76654546131944))",1,Manhattan,108,5,76,28,12,EAST 73 STREET,185469,3,33801,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,"1,4",123.772203752
"MULTILINESTRING ((-73.98184860698035 40.77958448865915, -73.98280744815386 40.7799940993706))",1,Manhattan,107,6,67,29,10,WEST 73 STREET,224836,3,33204,MN0701,MN,Neighborhood,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,304.611127079
"MULTILINESTRING ((-73.98280744815386 40.7799940993706, -73.98397827989106 40.78048957479216))",1,Manhattan,107,6,67,29,10,WEST 73 STREET,224837,3,33204,MN0701,MN,Neighborhood,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,371.120536924
"MULTILINESTRING ((-73.98397827989106 40.78048957479216, -73.98467911282722 40.78078618195988))",1,Manhattan,107,6,67,29,10,WEST 73 STREET,293978,3,33196,MN0701,MN,Neighborhood,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,222.147989971
"MULTILINESTRING ((-73.98467911282722 40.78078618195988, -73.98475785022583 40.780819505567344))",1,Manhattan,107,6,67,29,10,WEST 73 STREET,293983,3,33196,MN0701,MN,Neighborhood,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,24.9579568321
"MULTILINESTRING ((-73.98475785022583 40.780819505567344, -73.98536952680472 40.781078372870844))",1,Manhattan,107,6,67,"31,29",10,WEST 73 STREET,293984,3,33196,MN0701,MN,Neighborhood,"Upper West Side-Lincoln Square,Upper West Side (Central)",X,AREA OF MINIMAL FLOOD HAZARD,,193.885531864
"MULTILINESTRING ((-73.98280744815386 40.7799940993706, -73.98397827989106 40.78048957479216))",1,Manhattan,107,6,67,29,10,WEST 73 STREET,224837,3,33204,MN0701,MN,Neighborhood,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,371.120536924
"MULTILINESTRING ((-73.97628761663425 40.77724807286477, -73.97692125545868 40.77751592176402))",1,Manhattan,107,6,67,29,10,WEST 73 STREET,305690,3,33206,MN0701,MN,Neighborhood,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,200.799727574
"MULTILINESTRING ((-73.96170832767757 40.771105582818365, -73.96010955239213 40.77043221133867))",1,Manhattan,108,4,"73,76",28,12,EAST 73 STREET,37447,3,33729,MN0802,MN,Neighborhood,"Upper East Side-Lenox Hill-Roosevelt Island,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,506.2550172
"MULTILINESTRING ((-73.95786679301791 40.76948404740645, -73.95550170848801 40.76848474293033))",1,Manhattan,108,"5,4",76,28,12,EAST 73 STREET,36580,3,33629,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,6,749.485481813
"MULTILINESTRING ((-73.95550170848801 40.76848474293033, -73.9532505531596 40.7675355490492))",1,Manhattan,108,5,76,28,12,EAST 73 STREET,36675,3,33727,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,"4,6",713.040867788
"MULTILINESTRING ((-73.96653617053347 40.7731403681043, -73.96493552277973 40.77246335320782))",1,Manhattan,"164,108","6,4","73,67","28,29","10,12",EAST 73 STREET,37373,3,34012,MN0802,MN,Neighborhood,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,507.340990698
"MULTILINESTRING ((-73.97829244278421 40.77809552367797, -73.98113393101792 40.779291584629235))",1,Manhattan,107,6,67,29,10,WEST 73 STREET,37084,3,33143,MN0701,MN,Neighborhood,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,899.554229739
"MULTILINESTRING ((-73.96010955239213 40.77043221133867, -73.95786679301791 40.76948404740645))",1,Manhattan,108,"5,4","73,76",28,12,EAST 73 STREET,36573,3,33633,MN0801,MN,Neighborhood,"Upper East Side-Lenox Hill-Roosevelt Island,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,710.809665093
"MULTILINESTRING ((-73.96332667533599 40.77178634040249, -73.963213972593 40.77174036980933))",1,Manhattan,108,4,73,28,12,EAST 73 STREET,165997,3,33837,MN0802,MN,Neighborhood,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,35.4259348647
"MULTILINESTRING ((-73.963213972593 40.77174036980933, -73.96170832767757 40.771105582818365))",1,Manhattan,108,4,73,28,12,EAST 73 STREET,165998,3,33837,MN0802,MN,Neighborhood,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,476.874610863
"MULTILINESTRING ((-73.98172820311794 40.77953823425371, -73.98184860698035 40.77958448865915))",1,Manhattan,107,6,67,29,10,WEST 73 STREET,261815,3,33189,MN0701,MN,Neighborhood,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,37.3622324712
"MULTILINESTRING ((-73.9816326120677 40.77949845378699, -73.98172820311794 40.77953823425371))",1,Manhattan,107,6,67,29,10,WEST 73 STREET,261814,3,33189,MN0701,MN,Neighborhood,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,30.1815805686
"MULTILINESTRING ((-73.96297141289487 40.77246381035523, -73.96286485593923 40.77241942628584))",1,Manhattan,108,4,73,28,12,EAST 74 STREET,165994,3,33995,MN0802,MN,Neighborhood,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,33.6536793017
"MULTILINESTRING ((-73.96447332042855 40.77309921890286, -73.96297141289487 40.77246381035523))",1,Manhattan,108,4,73,28,12,EAST 74 STREET,165993,3,33995,MN0802,MN,Neighborhood,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,476.072254344
"MULTILINESTRING ((-73.96447332042855 40.77309921890286, -73.96297141289487 40.77246381035523))",1,Manhattan,108,4,73,28,12,EAST 74 STREET,165993,3,33995,MN0802,MN,Neighborhood,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,476.072254344
"MULTILINESTRING ((-73.95503700524836 40.769120065924824, -73.9527874699042 40.76817040446682))",1,Manhattan,108,5,76,28,12,EAST 74 STREET,36677,3,33665,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,"2,4,6",712.725980676
"MULTILINESTRING ((-73.96124473289274 40.77173837352529, -73.95964440772235 40.77106426572984))",1,Manhattan,108,4,"73,76",28,12,EAST 74 STREET,37450,3,33628,MN0802,MN,Neighborhood,"Upper East Side-Lenox Hill-Roosevelt Island,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,506.756869744
"MULTILINESTRING ((-73.97926136644703 40.77933136760451, -73.97944815898717 40.77940990954238))",1,Manhattan,107,6,67,29,10,WEST 74 STREET,294156,3,33195,MN0701,MN,Neighborhood,"Upper West Side-Lincoln Square,Upper West Side (Central)",X,AREA OF MINIMAL FLOOD HAZARD,,59.1191973372
"MULTILINESTRING ((-73.97783301702547 40.778730721617904, -73.97926136644703 40.77933136760451))",1,Manhattan,107,6,67,29,10,WEST 74 STREET,294153,3,33195,MN0701,MN,Neighborhood,"Upper West Side-Lincoln Square,Upper West Side (Central)",X,AREA OF MINIMAL FLOOD HAZARD,,452.07969681
