ConditionHazard #,Class,Number,Type,Extent,Problem,Location/Comments,Priority,Cause,Feature #
24871,Condition,1,Soap Globe Missing,1,,,,0,170259
37981,Condition,1,Dispensers Missing Soap,1,,,,1,212518
37987,Condition,,Crayon,,Light,on RR door in Womens Bathroom,,0,212618
38016,Condition,2,Dispensers Missing Soap,6,,,,0,213079
38019,Condition,1,No Toilet Paper,11,,,,0,213079
43482,Condition,,Marker,,,on stall wall.,,0,237636
43481,Condition,1,Sinks OOS,3,,,,0,237643
43571,Condition,,Spray Paint,,,", still visble, on stall door and wall.",,0,238658
39151,Condition,,Paint Uneven / Not Uniform,,,on wall near doorway,,0,215683
39150,Condition,1,Toilets OOS,3,,,,0,215683
39159,Condition,1,Mirrors Missing,1,Moderate,in the men's restroom.,,0,215758
43197,Condition,,Marker,,Light,on PR sign,,0,234635
43255,Condition,1,Dispensers Missing Soap,1,,,,1,235139
43260,Condition,2,No Toilet Paper,2,,,,1,235196
43261,Condition,,Litter,,Light,in restroom.,,0,235207
43265,Condition,,Litter,,Light,in restroom.,,0,235239
43283,Condition,,Fixture Deterioration,,Light,label on hand dryer peeling off,,0,235657
44545,Condition,1,Toilets OOS,13,Light,in the men's restroom.,,0,251876
44588,Condition,,Litter,,Light,in restroom.,,0,252462
44627,Condition,,Litter,,Light,in stall,,0,253094
24960,Condition,1,Litter,1,Heavy,,,1,171156
24973,Condition,,Litter,,Moderate,at restroom.,,1,171256
24988,Condition,,Ceiling Deterioration,,Moderate,,,0,171438
24989,Condition,1,Sinks OOS,1,,Drain clogged.,,0,171438
25011,Condition,1,Soap Dispensers Missing,1,,,,0,171913
25016,Condition,1,,1,,stall door doesn't lock,,0,171942
25047,Condition,,Floors Deterioration,,Light,near sink,,0,172274
45027,Condition,,Fixture Deterioration,,Light,Rusted wiring pipe at restroom.,,0,258578
45109,Condition,1,No Toilet Paper,2,Moderate,,,1,259821
44698,Condition,,Litter,,Light,in restroom.,,0,254184
44792,Condition,,Litter,,Moderate,,,0,255166
44930,Condition,,Litter,,Moderate,in restroom.,,1,256831
44023,Condition,,Litter,,Light,in Women's PR,,0,245192
44035,Condition,,Fixture Deterioration,,Light,removed hook within stall,,0,245442
44297,Condition,1,Urinals OOS,2,Light,in Mens PR,,0,248918
44335,Condition,1,Litter,1,Light,,,0,249543
45242,Condition,1,Dispensers Missing Soap,1,,,,1,262272
45243,Condition,1,No Toilet Paper,1,,,,1,262272
45299,Condition,1,Urinals OOS,1,,,,0,263058
4404,Condition,1,Soap Globe Missing,1,,,,0,245
26,Condition,,Marker,,Light,on wall at toilet,,0,263
126,Condition,,Paint Uneven / Not Uniform,,Moderate,,,0,763
135,Condition,,Fixture Deterioration,,Light,on sink,,0,838
197,Condition,,Litter,,Light,,,0,995
227,Condition,4,No Toilet Paper,4,,,,0,1206
417,Condition,,Marker,,,on paper towel dispenser,,0,1899
418,Condition,,Marker,,,on stall wall.,,0,1899
490,Condition,,Floors Deterioration,,,floor tiles damaged.,,0,1956
492,Condition,,Paint Uneven / Not Uniform,,Light,,,0,2224
612,Condition,0,Stalls Missing Doors,1,,,,0,2567
3269,Condition,1,Dispensers Missing Soap,1,,,,0,15328
3340,Condition,1,Dispensers Missing Soap,1,,,,0,15628
3497,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,16264
4692,Condition,,Litter,,Light,,,0,23030
4705,Condition,1,Stalls Missing Doors,1,,,,0,23191
4722,Condition,1,Dispensers Missing Soap,1,,,,0,23241
4825,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,23784
5171,Condition,1,,1,,No liquid soap,,0,25613
6262,Condition,1,Soap Dispensers Damaged,2,,,,0,30804
6263,Condition,1,,2,,Sink damaged,,0,30804
6264,Condition,1,,2,,Mirrors missing,,0,30804
6271,Condition,1,Changing Tables Deteriorated,1,,doesn’t stay closed,,0,30868
6349,Condition,,Litter,,Heavy,towels on floor & in sink & urinal,,1,31372
428,Condition,,Dispensers Missing Soap,,,,,0,2026
494,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,2226
502,Condition,1,Urinals OOS,1,,,,0,2308
503,Condition,1,Soap Globe Missing,1,,,,0,2308
524,Condition,,Litter,,Light,,,0,2401
557,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,2451
587,Condition,1,Dispensers Missing Soap,1,,,,0,2483
588,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,2483
603,Condition,1,Dispensers Missing Soap,1,,,,0,2533
3272,Condition,1,Litter,1,,light litter,,0,15326
3278,Condition,1,Dispensers Missing Soap,1,,,,0,15376
3304,Condition,1,No Toilet Paper,1,,,,0,15476
3305,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,15476
3306,Condition,1,Dispensers Missing Soap,1,,,,0,15476
3345,Condition,1,Dispensers Missing Soap,1,,,,0,15644
3411,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,15912
3416,Condition,1,No Toilet Paper,1,,4 of 5 stalls need toilet paper,,0,15944
3541,Condition,1,Sinks OOS,1,,clogged sink,,0,16491
3630,Condition,1,Soap Globe Missing,1,,,,0,16923
3667,Condition,1,Towel Dispensers Missing,1,,,,0,17291
3668,Condition,1,Soap Dispensers Missing,1,,,,0,17291
4854,Condition,,Dispensers Missing Soap,,,,,0,23825
5063,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,25261
5106,Condition,,Dispensers Missing Soap,,,,,0,25329
5107,Condition,,No Paper Towels / Hand Dryer,,,,,0,25329
5164,Condition,,No Paper Towels / Hand Dryer,,,,,0,25597
5165,Condition,,No Toilet Paper,,,,,0,25597
5191,Condition,,Litter,,Light,,,0,25672
5212,Condition,,Wall Deterioration,,Light,,,0,25754
6380,Condition,1,Fixture Deterioration,1,Light,urinal cracked,,0,31574
6452,Condition,,Floors Deterioration,,Light,,,0,31981
6458,Condition,,Paint Uneven / Not Uniform,,Light,on wall,,0,31981
6481,Condition,,Litter,,Light,in accessible stall,,0,32063
6482,Condition,,Fixture Deterioration,,Light,"some lights out, but not rated a hazard",,0,32067
6731,Condition,1,Toilets OOS,2,,clogged,,1,32924
6732,Condition,1,,2,,lights OOS,,0,32924
6739,Condition,1,Stalls Missing Doors,1,,,,0,32992
6742,Condition,1,Dispensers Missing Soap,1,,,,1,33017
6743,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,33017
6829,Condition,1,,1,,stall door lock missing,,1,33328
2061,Condition,1,Dispensers Missing Soap,1,,,,0,9428
2169,Condition,1,Dispensers Missing Soap,1,,,,0,9696
2170,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,9696
2368,Condition,1,Dispensers Missing Soap,1,,,,0,10621
2454,Condition,1,Dispensers Missing Soap,1,,,,0,10964
2455,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,10964
2558,Condition,1,Dispensers Missing Soap,1,,,,0,11525
2559,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,11525
2560,Condition,1,No Toilet Paper,1,,,,0,11525
2592,Condition,1,Dispensers Missing Soap,1,,,,0,11618
740,Condition,1,Toilets OOS,3,,,,0,3087
795,Condition,,Litter,,Light,overall,,0,3412
957,Condition,,Litter,,Light,in stalls,,0,4073
953,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,4148
1106,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,4705
1144,Condition,1,Dispensers Missing Soap,1,,,,0,4891
1145,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,4891
1170,Condition,1,Dispensers Missing Soap,1,,,,0,5016
1171,Condition,1,No Toilet Paper,1,,,,0,5016
1172,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,5016
1189,Condition,,Marker,,Light,"on wall, adj entrance",,0,5084
1190,Condition,,Marker,,,on stall walls,,0,5084
3785,Condition,1,No Toilet Paper,1,,,,0,18438
3790,Condition,1,No Toilet Paper,1,,,,0,18752
3791,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,18752
3869,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,19456
3870,Condition,1,Dispensers Missing Soap,1,,,,0,19456
3985,Condition,1,Wall Deterioration,1,,,,0,20042
5223,Condition,1,Dispensers Missing Soap,1,,,,0,25815
5224,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,25815
5264,Condition,,Paint Uneven / Not Uniform,,Light,on wall,,0,25990
5329,Condition,,Dispensers Missing Soap,,,,,0,26333
5545,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,27233
5643,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,27669
5644,Condition,1,Dispensers Missing Soap,1,,,,0,27669
5668,Condition,1,Soap Globe Missing,1,,,,0,27762
5682,Condition,1,Soap Dispensers Missing,1,,,,0,27794
5908,Condition,1,No Toilet Paper,1,,,,0,28773
8022,Condition,1,Soap Globe Missing,1,,,,0,37958
8149,Condition,1,Dispensers Missing Soap,1,,,,0,38533
8150,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,38533
8165,Condition,,,,,Soap is provided in a plastic blottle and not in the stainless dispenser.,,0,38726
8201,Condition,2,,2,Light,window frames deteriorated,,0,39019
8231,Condition,1,No Toilet Paper,1,,,,1,39301
8285,Condition,,Marker,,,on walls,,0,39662
8286,Condition,,,,,Scratches on mirror,,0,39662
10813,Condition,1,Soap Dispensers Missing,1,Moderate,,,1,52830
10814,Condition,1,Changing Tables Deteriorated,1,Moderate,strap missing,,1,52830
10815,Condition,1,Fixture Deterioration,,Moderate,broken light cover,,1,52830
10816,Condition,1,Toilets OOS,2,Moderate,stuffed up,,1,52830
10821,Condition,1,Fixture Deterioration,4,Light,light out of order,,0,52837
10822,Condition,1,Changing Tables Deteriorated,1,Moderate,strap missing,,1,52837
10849,Condition,1,Fixture Deterioration,5,Light,light out,,0,52873
10850,Condition,1,Fixture Deterioration,5,Light,light cover loose,,0,52873
10851,Condition,1,Urinals OOS,3,Light,,,0,52873
10852,Condition,1,Wall Deterioration,3,Light,stall door lock broken,,0,52873
10879,Condition,1,Wall Deterioration,1,,stall door lock broken,,0,53005
10917,Condition,,Marker,,,in last stall,,0,53266
10959,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,53380
11020,Condition,,Litter,,Light,in toilet stalls,,0,53591
11265,Condition,,Wall Deterioration,,Light,,,0,54745
6911,Condition,1,Toilets OOS,1,,clogged & doesn’t flush,,1,33671
6912,Condition,1,Urinals OOS,1,,doesn't flush,,1,33671
6913,Condition,1,Sinks OOS,1,,no water,,1,33671
6914,Condition,1,Soap Dispensers Missing,1,,men's room,,1,33671
6976,Condition,2,Dispensers Missing Soap,2,,,,1,33835
7052,Condition,1,Toilets OOS,1,,doesn't flush,,1,34328
7053,Condition,1,Wall Deterioration,1,,stall door lock broken,,1,34328
7316,Condition,,Marker,,,on stall walls,,0,35282
7446,Condition,1,Toilet Paper Dispensers Damaged,1,Moderate,,,1,35825
7447,Condition,1,Soap Dispensers Missing,1,Moderate,,,1,35825
7448,Condition,,,,,safety railing missing from ADA ramp height is 1.5 feet,,0,35825
7542,Condition,,Litter,,Moderate,,,1,36236
7606,Condition,1,Soap Dispensers Missing,1,,,,0,36425
2665,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,11968
2880,Condition,1,Dispensers Missing Soap,1,,,,0,13472
2881,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,13472
2909,Condition,1,Dispensers Missing Soap,1,,,,0,13672
2910,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,13672
2947,Condition,1,Litter,1,,light litter on toilet seat/window/sink,,0,13822
3022,Condition,1,Toilets OOS,1,,wall damaged adj entrance missing toilet,,0,14215
1417,Condition,1,No Toilet Paper,1,,,,0,6377
1498,Condition,1,Dispensers Missing Soap,1,,,,0,6752
1499,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,6752
1500,Condition,1,No Toilet Paper,1,,,,0,6752
1501,Condition,1,Dispensers Missing Soap,1,,,,0,6756
1502,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,6756
1588,Condition,1,Dispensers Missing Soap,1,,,,0,7156
1589,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,7156
1590,Condition,1,No Toilet Paper,1,,,,0,7156
1666,Condition,1,Dispensers Missing Soap,1,,,,0,7424
1667,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,7424
1680,Condition,1,Dispensers Missing Soap,1,,,,0,7456
1681,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,7456
1744,Condition,1,Dispensers Missing Soap,1,,,,0,7756
1745,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,7756
12062,Condition,,Wall Deterioration,,Light,from plumbing work behind toilet,,0,60057
2224,Condition,1,No Toilet Paper,1,,,,0,9916
2353,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,10552
2354,Condition,1,Dispensers Missing Soap,1,,,,0,10552
2381,Condition,1,Dispensers Missing Soap,1,,,,0,10684
2382,Condition,1,No Toilet Paper,1,,,,0,10684
2383,Condition,,,,,,,0,10684
2414,Condition,1,Dispensers Missing Soap,1,,,,0,10784
2415,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,10784
2456,Condition,1,Marker,1,,on dooron door,,0,10969
2574,Condition,1,Soap Globe Missing,1,,,,0,11587
2570,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,11588
2571,Condition,1,Dispensers Missing Soap,1,,,,0,11588
701,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,2914
739,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,3082
765,Condition,,Fixture Deterioration,,Moderate,sink,,0,3281
766,Condition,,Toilets OOS,,,clogged,,0,3281
768,Condition,,Paint Uneven / Not Uniform,,,,,0,3281
839,Condition,1,Dispensers Missing Soap,1,,,,0,3549
840,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,3549
955,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,4168
1104,Condition,,Spray Paint,,,on wall,,0,4703
1105,Condition,,Litter,,Light,,,0,4704
1142,Condition,1,Dispensers Missing Soap,1,,,,0,4886
1143,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,4886
1174,Condition,1,Dispensers Missing Soap,1,,,,0,5021
1175,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,5021
3691,Condition,1,Marker,1,,on door,,0,17589
3707,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,17840
3736,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,18004
3975,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,19976
5253,Condition,,Spray Paint,,,on mirrors.,,0,25927
5261,Condition,,,,,stall dooor missing lock,,0,25978
5293,Condition,1,Dispensers Missing Soap,1,,,,0,26213
5544,Condition,,Litter,,Light,,,0,27232
5608,Condition,1,Dispensers Missing Soap,1,,,,0,27517
5637,Condition,,Grime,,Heavy,sink,,0,27664
5638,Condition,,Grime,,Moderate,urinal,,0,27664
5639,Condition,,Natural Debris,,Moderate,on floor,,0,27664
5640,Condition,,Grime,,Moderate,toilet,,0,27664
5699,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,27849
5700,Condition,1,No Toilet Paper,1,,,,0,27849
5701,Condition,1,Urinals OOS,1,,,,0,27850
5702,Condition,1,,1,,sink deteriorated,,0,27850
5788,Condition,,,,Light,Women's room sign missing at door,,0,28182
8072,Condition,1,Stalls Missing Doors,1,,,,0,38178
8106,Condition,2,Sinks OOS,3,,do not have water,,0,38278
8187,Condition,1,No Toilet Paper,1,,,,1,38931
8287,Condition,1,No Toilet Paper,4,,,,0,39667
8338,Condition,1,Fixture Deterioration,2,,lights out,,0,39949
8367,Condition,,,,,very difficult to push button on sink,,0,40168
10858,Condition,,,,,Scratches on paper towel dispenser.,,0,52885
10918,Condition,1,Soap Globe Missing,1,,,,0,53267
11053,Condition,,Fixture Deterioration,,Light,push bar on hand dryer missing,,0,53753
11230,Condition,,Litter,,Light,,,0,54539
11224,Condition,,No Toilet Paper,,Moderate,,,0,54540
7111,Condition,1,,1,,Changing table OOS,,0,34669
7179,Condition,,No Paper Towels / Hand Dryer,,,,,1,34920
7204,Condition,,Marker,,Light,on light cover,,0,34970
7483,Condition,,Spray Paint,,Moderate,"on mirror, stall door, stall wall, and changing station (15 square feet total)",,1,36070
7605,Condition,1,Dispensers Missing Soap,1,,,,1,36424
2929,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,13792
2930,Condition,1,Dispensers Missing Soap,1,,,,0,13792
3058,Condition,1,Dispensers Missing Soap,1,,,,0,14428
1434,Condition,,Marker,,,on walls.,,0,6489
1507,Condition,1,Dispensers Missing Soap,1,,,,0,6776
1508,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,6776
1567,Condition,1,Dispensers Missing Soap,1,,,,0,7108
1568,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,7108
1697,Condition,1,Dispensers Missing Soap,1,,,,0,7512
1698,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,7512
8520,Condition,1,Fixture Deterioration,3,,lights out,,0,41171
19279,Condition,1,Litter,1,Light,womans bathroom.,,0,124861
18439,Condition,1,Sinks OOS,2,,,,0,115878
18440,Condition,1,Soap Dispensers Damaged,2,,,,0,115878
18454,Condition,1,,2,,stall door missing lock & door won't close,,0,115946
18461,Condition,1,,1,,Mirror missing.,,0,116010
18487,Condition,,Spray Paint,,,and paint on walls.,,0,116271
18706,Condition,,Litter,,Moderate,throughout CS,,1,118086
20401,Condition,,Scratches,,,on mirror.,,0,136768
20457,Condition,,Spray Paint,,,on changing table.,,0,137497
17895,Condition,1,No Paper Towels / Hand Dryer,4,,,,1,111791
17896,Condition,1,Dispensers Missing Soap,3,,,,1,111791
19860,Condition,1,Dispensers Missing Soap,1,,,,1,129975
19859,Condition,1,No Toilet Paper,1,,,,1,129975
19884,Condition,1,No Toilet Paper,1,,,,1,130207
19887,Condition,1,Dispensers Missing Soap,1,,,,1,130277
19948,Condition,,Litter,,Light,,,0,130818
21005,Condition,1,Toilets OOS,5,,,,0,143379
21139,Condition,1,Dispensers Missing Soap,1,,,,1,144690
21140,Condition,1,No Toilet Paper,1,,,,1,144690
21142,Condition,,Spray Paint,,,on wall.,,0,144692
21128,Condition,,Wall Deterioration,,,thin plastic panel peeling away in stall,,0,144817
28632,Condition,,Fixture Deterioration,,Light,Rusted pipe.,,0,184723
28633,Condition,1,Fixture Deterioration,3,,Sink valve damaged.,,0,184723
28634,Condition,3,Fixture Deterioration,3,,No stall door.,,0,184723
28647,Condition,1,Mirrors Deteriorated,1,Light,damaged mirror.,,0,185000
28687,Condition,,Litter,,Light,,,0,185559
25161,Condition,1,,2,,Damaged valve on sink.,,0,175206
25159,Condition,,Natural Debris,,Light,at restroom.,,0,175208
25235,Condition,1,Dispensers Missing Soap,1,,,,1,175999
26328,Condition,1,Urinals OOS,1,,,,0,177941
26347,Condition,1,,1,Light,toilet seat cover missing.,,0,178407
21764,Condition,1,Litter,1,Moderate,in womens CS.,,0,153405
21781,Condition,,Spray Paint,,Light,on Restroom Door,,0,153814
21785,Condition,1,Dispensers Missing Soap,1,,in mens restroom,,1,153816
21803,Condition,1,Litter,1,Moderate,,,0,154073
21869,Condition,1,Dispensers Missing Soap,4,,,,0,154875
21868,Condition,,Scratches,,,on mirror.,,0,154877
21904,Condition,1,Sinks OOS,1,,clogged,,0,155320
29756,Condition,1,Dispensers Missing Soap,1,,,,1,187365
29757,Condition,,Marker,,,on stall wall,,0,187367
29905,Condition,1,Litter,1,Light,,,0,189103
30971,Condition,1,Litter,1,Light,,,0,191277
39256,Condition,2,Mirrors Deteriorated,2,Light,,,0,217054
40371,Condition,1,Dispensers Missing Soap,2,,,,0,219630
23612,Condition,,,,,3 lights out in women's CS,,0,165073
23613,Condition,2,Soap Globe Missing,2,,,,0,165073
24613,Condition,,,,,one of two light bulbs out.,,0,166141
26424,Condition,,Litter,,Light,in toilet.,,0,179141
26416,Condition,,Litter,,Moderate,in restroom.,,0,179145
26417,Condition,,Natural Debris,,Light,in restroom.,,0,179145
22152,Condition,1,Dispensers Missing Soap,1,,,,1,157994
22153,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,157994
22226,Condition,1,,3,,ADA stall door has no lock,,0,158753
22259,Condition,1,No Toilet Paper,1,,,,1,159164
22309,Condition,,Fixture Deterioration,,,Missing knob,,0,159998
22321,Condition,1,Dispensers Missing Soap,1,Heavy,OOS/no soap.,,1,160134
22328,Condition,,Spray Paint,,,on door.,,0,160268
22346,Condition,,Marker,,Light,on wall,,0,160432
22347,Condition,2,Dispensers Missing Soap,2,,,,1,160434
33272,Condition,,Litter,,Light,in restroom.,,0,195489
33280,Condition,1,Soap Dispensers Missing,1,,,,0,195598
